fecha,texto,emocion
2023-10-25,Tengo fe en que todo esto pasará.,esperanza
2023-09-05,Me siento muy avergonzado por lo que hice.,vergüenza
2024-06-05,Siento que no valgo nada.,depresión
2023-07-29,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-11-27,Quisiera poder volver atrás y arreglarlo.,culpa
2024-03-11,Estoy harto de que me ignoren.,ira
2023-01-12,No puedo creer que dije eso frente a todos.,vergüenza
2023-06-17,Estoy harto de que me ignoren.,ira
2023-08-04,Sigo adelante porque aún tengo esperanza.,esperanza
2023-02-23,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-02-28,Me quedé sin palabras.,sorpresa
2025-01-07,Mi corazón late rápido y no sé por qué.,ansiedad
2024-04-19,Estoy enamorado y no me da miedo decirlo.,amor
2023-10-17,Estoy muy confundido con mis emociones.,confusión
2024-03-19,Siento que no valgo nada.,depresión
2024-05-08,Quiero desaparecer después de lo que pasó.,vergüenza
2024-10-24,Mi corazón late rápido y no sé por qué.,ansiedad
2023-12-01,Siento que no valgo nada.,depresión
2024-12-20,Me regalaron algo que quería hace mucho.,alegría
2023-09-21,Su sonrisa me cambia el día.,amor
2024-05-25,Tengo fe en que todo esto pasará.,esperanza
2024-09-29,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-07-14,Me siento culpable aunque no sé si debería.,culpa
2024-01-24,Estoy harto de que me ignoren.,ira
2023-12-02,Siento que algo malo va a suceder.,miedo
2023-09-11,Quisiera poder volver atrás y arreglarlo.,culpa
2024-05-02,Tengo fe en que todo esto pasará.,esperanza
2024-09-29,Siento que algo malo va a suceder.,miedo
2024-04-09,Tengo fe en que todo esto pasará.,esperanza
2023-10-05,Quisiera poder volver atrás y arreglarlo.,culpa
2024-04-25,No puedo dejar de pensar en lo que hice.,culpa
2024-05-26,No puedo creer que dije eso frente a todos.,vergüenza
2023-02-26,Estoy muy confundido con mis emociones.,confusión
2024-11-20,Quisiera poder volver atrás y arreglarlo.,culpa
2024-05-01,Tengo miedo de lo que pueda pasar.,miedo
2024-06-30,Me cuesta levantarme de la cama.,depresión
2024-12-04,Me quedé sin palabras.,sorpresa
2024-08-15,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2025-03-10,No pude evitar llorar esta mañana.,tristeza
2024-01-07,Quisiera poder volver atrás y arreglarlo.,culpa
2024-04-26,No pude evitar llorar esta mañana.,tristeza
2023-09-29,No entiendo lo que me está pasando.,confusión
2023-09-24,Me regalaron algo que quería hace mucho.,alegría
2024-03-04,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2023-03-03,Estoy muy confundido con mis emociones.,confusión
2023-03-16,No tengo ganas de seguir con nada.,depresión
2024-01-18,Su sonrisa me cambia el día.,amor
2024-05-20,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-12-07,No entiendo lo que me está pasando.,confusión
2024-08-18,Estoy harto de que me ignoren.,ira
2023-05-12,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-09-26,Nada me motiva últimamente.,tristeza
2023-10-05,No tengo ganas de seguir con nada.,depresión
2024-02-17,Creo que las cosas pueden mejorar.,esperanza
2024-08-20,Estoy enamorado y no me da miedo decirlo.,amor
2023-07-05,No esperaba que me dijera eso.,sorpresa
2023-08-24,No tengo ganas de seguir con nada.,depresión
2024-05-16,Sigo adelante porque aún tengo esperanza.,esperanza
2023-04-06,Creo que las cosas pueden mejorar.,esperanza
2024-06-27,Me siento muy avergonzado por lo que hice.,vergüenza
2024-01-24,Me cuesta levantarme de la cama.,depresión
2023-11-17,No tengo ganas de seguir con nada.,depresión
2023-02-20,No esperaba que me dijera eso.,sorpresa
2023-11-21,"Fue una sorpresa total, no lo vi venir.",sorpresa
2023-01-09,Mi corazón late rápido y no sé por qué.,ansiedad
2023-12-15,Me siento culpable aunque no sé si debería.,culpa
2023-05-13,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-08-23,Creo que las cosas pueden mejorar.,esperanza
2023-03-21,No pude evitar llorar esta mañana.,tristeza
2023-11-26,Me cuesta levantarme de la cama.,depresión
2025-01-22,Me quedé sin palabras.,sorpresa
2024-08-23,Siento que algo malo va a suceder.,miedo
2023-01-12,No puedo dejar de pensar en lo que hice.,culpa
2023-02-03,Quiero desaparecer después de lo que pasó.,vergüenza
2025-02-21,Me siento muy avergonzado por lo que hice.,vergüenza
2023-08-26,No puedo creer que dije eso frente a todos.,vergüenza
2023-05-15,No puedo dejar de pensar en lo que hice.,culpa
2024-04-05,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-12-15,Estoy muy confundido con mis emociones.,confusión
2023-08-01,Quisiera poder volver atrás y arreglarlo.,culpa
2023-11-22,No esperaba que me dijera eso.,sorpresa
2023-10-15,Quiero desaparecer después de lo que pasó.,vergüenza
2025-02-26,"Cada vez que lo veo, me siento en paz.",amor
2024-10-14,Estoy muy confundido con mis emociones.,confusión
2024-04-16,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2024-08-29,Siento que no valgo nada.,depresión
2024-04-03,Me quedé sin palabras.,sorpresa
2024-06-23,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-07-09,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-10-24,Siento que no valgo nada.,depresión
2024-08-05,No entiendo lo que me está pasando.,confusión
2024-11-22,Su sonrisa me cambia el día.,amor
2023-11-12,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-08-02,Mi corazón late rápido y no sé por qué.,ansiedad
2023-11-29,Su sonrisa me cambia el día.,amor
2024-08-08,Todo parece un caos en mi cabeza.,confusión
2023-04-27,No entiendo lo que me está pasando.,confusión
2024-03-10,Estoy harto de que me ignoren.,ira
2023-06-22,Estoy harto de que me ignoren.,ira
2024-05-06,Nada me motiva últimamente.,tristeza
2023-01-22,No puedo dejar de pensar en lo que hice.,culpa
2024-12-31,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-11-26,Todo parece un caos en mi cabeza.,confusión
2024-02-06,Tengo miedo de lo que pueda pasar.,miedo
2023-03-22,Me quedé sin palabras.,sorpresa
2023-01-09,Me quedé sin palabras.,sorpresa
2024-05-03,No esperaba que me dijera eso.,sorpresa
2023-04-06,No entiendo lo que me está pasando.,confusión
2023-06-25,Mi corazón late rápido y no sé por qué.,ansiedad
2024-11-12,Su sonrisa me cambia el día.,amor
2023-08-08,Quiero desaparecer después de lo que pasó.,vergüenza
2024-04-03,Mi corazón late rápido y no sé por qué.,ansiedad
2023-03-05,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-09-05,Tengo fe en que todo esto pasará.,esperanza
2024-07-23,Tengo miedo de lo que pueda pasar.,miedo
2023-05-16,"Cada vez que lo veo, me siento en paz.",amor
2023-11-12,Me quedé sin palabras.,sorpresa
2025-02-27,Creo que las cosas pueden mejorar.,esperanza
2023-03-20,No esperaba que me dijera eso.,sorpresa
2024-01-26,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-07-08,Quiero desaparecer después de lo que pasó.,vergüenza
2025-02-12,No puedo dejar de pensar en lo que hice.,culpa
2024-12-31,"Cada vez que lo veo, me siento en paz.",amor
2023-04-12,Siento que no valgo nada.,depresión
2023-06-12,Quiero desaparecer después de lo que pasó.,vergüenza
2024-02-08,No entiendo lo que me está pasando.,confusión
2023-10-14,Tengo fe en que todo esto pasará.,esperanza
2024-01-27,Quisiera poder volver atrás y arreglarlo.,culpa
2023-09-07,Todo parece un caos en mi cabeza.,confusión
2023-07-19,Quiero desaparecer después de lo que pasó.,vergüenza
2024-06-13,"Me siento vacío, como si algo faltara.",tristeza
2024-10-12,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2025-01-08,Mi corazón late rápido y no sé por qué.,ansiedad
2023-05-14,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-01-12,"Me siento vacío, como si algo faltara.",tristeza
2023-03-14,No entiendo lo que me está pasando.,confusión
2023-03-16,No puedo creer que dije eso frente a todos.,vergüenza
2024-10-12,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-08-28,"Me siento vacío, como si algo faltara.",tristeza
2023-08-27,Nada me motiva últimamente.,tristeza
2023-05-05,Creo que las cosas pueden mejorar.,esperanza
2023-12-09,Me siento muy avergonzado por lo que hice.,vergüenza
2024-09-26,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-11-06,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-08-14,No puedo dejar de pensar en lo que hice.,culpa
2024-08-08,"No soporto más esta situación, me enoja demasiado.",ira
2024-07-11,Quisiera poder volver atrás y arreglarlo.,culpa
2025-03-09,Siento que algo malo va a suceder.,miedo
2024-11-10,Tengo miedo de lo que pueda pasar.,miedo
2024-12-23,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-06-03,"Me siento vacío, como si algo faltara.",tristeza
2024-08-19,Me siento muy avergonzado por lo que hice.,vergüenza
2023-10-08,Me cuesta levantarme de la cama.,depresión
2023-11-13,Siento que algo malo va a suceder.,miedo
2024-03-22,Sigo adelante porque aún tengo esperanza.,esperanza
2023-04-18,Sigo adelante porque aún tengo esperanza.,esperanza
2024-05-04,Estoy harto de que me ignoren.,ira
2024-10-24,Todo parece un caos en mi cabeza.,confusión
2023-06-08,Nada me motiva últimamente.,tristeza
2024-11-21,"Me siento vacío, como si algo faltara.",tristeza
2024-03-01,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-10-06,Siento que algo malo va a suceder.,miedo
2023-09-21,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2025-03-09,Su sonrisa me cambia el día.,amor
2023-02-04,Creo que las cosas pueden mejorar.,esperanza
2025-01-03,No pude evitar llorar esta mañana.,tristeza
2023-10-22,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-10-20,"Me siento vacío, como si algo faltara.",tristeza
2023-08-03,Quisiera poder volver atrás y arreglarlo.,culpa
2025-01-23,No entiendo lo que me está pasando.,confusión
2023-10-19,Sigo adelante porque aún tengo esperanza.,esperanza
2023-04-19,Tengo fe en que todo esto pasará.,esperanza
2024-08-01,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2024-12-24,Siento que no valgo nada.,depresión
2024-06-07,Todo parece un caos en mi cabeza.,confusión
2023-01-12,No pude evitar llorar esta mañana.,tristeza
2023-04-06,"Cada vez que lo veo, me siento en paz.",amor
2024-09-02,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-11-01,No esperaba que me dijera eso.,sorpresa
2025-01-13,Sigo adelante porque aún tengo esperanza.,esperanza
2024-05-27,"No soporto más esta situación, me enoja demasiado.",ira
2024-02-04,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2024-06-09,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2024-05-26,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2025-03-01,No tengo ganas de seguir con nada.,depresión
2023-03-20,Quiero desaparecer después de lo que pasó.,vergüenza
2024-11-22,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2024-11-23,No pude evitar llorar esta mañana.,tristeza
2023-04-05,"Cada vez que lo veo, me siento en paz.",amor
2024-08-02,Estoy enamorado y no me da miedo decirlo.,amor
2024-11-24,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-10-03,Estoy enamorado y no me da miedo decirlo.,amor
2025-01-08,No pude evitar llorar esta mañana.,tristeza
2024-12-03,Me quedé sin palabras.,sorpresa
2024-04-03,Me cuesta levantarme de la cama.,depresión
2023-12-08,Sigo adelante porque aún tengo esperanza.,esperanza
2024-03-13,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-07-04,Estoy muy confundido con mis emociones.,confusión
2024-09-26,Su sonrisa me cambia el día.,amor
2023-10-02,Siento que algo malo va a suceder.,miedo
2024-06-30,Tengo miedo de lo que pueda pasar.,miedo
2023-02-03,Tengo fe en que todo esto pasará.,esperanza
2025-01-11,No esperaba que me dijera eso.,sorpresa
2024-08-16,No entiendo lo que me está pasando.,confusión
2023-06-08,Su sonrisa me cambia el día.,amor
2024-08-24,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2023-12-11,Tengo fe en que todo esto pasará.,esperanza
2024-03-04,"Fue una sorpresa total, no lo vi venir.",sorpresa
2023-09-19,Estoy harto de que me ignoren.,ira
2024-04-13,Me quedé sin palabras.,sorpresa
2025-02-15,Quisiera poder volver atrás y arreglarlo.,culpa
2024-01-01,Estoy enamorado y no me da miedo decirlo.,amor
2024-03-31,Estoy muy confundido con mis emociones.,confusión
2023-11-20,Tengo miedo de lo que pueda pasar.,miedo
2023-04-19,No entiendo lo que me está pasando.,confusión
2024-01-09,No puedo dejar de pensar en lo que hice.,culpa
2024-10-06,Me siento culpable aunque no sé si debería.,culpa
2024-07-13,"No soporto más esta situación, me enoja demasiado.",ira
2023-10-08,Me regalaron algo que quería hace mucho.,alegría
2024-08-10,No pude evitar llorar esta mañana.,tristeza
2024-05-30,Todo parece un caos en mi cabeza.,confusión
2024-04-10,Estoy muy confundido con mis emociones.,confusión
2023-08-30,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2023-07-10,Estoy harto de que me ignoren.,ira
2023-05-01,Su sonrisa me cambia el día.,amor
2023-03-09,Me siento muy avergonzado por lo que hice.,vergüenza
2024-07-06,Estoy muy confundido con mis emociones.,confusión
2024-07-07,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-08-27,Nada me motiva últimamente.,tristeza
2023-09-27,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-11-03,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-12-06,Quiero desaparecer después de lo que pasó.,vergüenza
2023-12-06,Me siento muy avergonzado por lo que hice.,vergüenza
2024-12-18,"Hoy me siento increíble, todo va saliendo bien.",alegría
2025-01-13,Nada me motiva últimamente.,tristeza
2024-12-12,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-09-04,Creo que las cosas pueden mejorar.,esperanza
2024-03-10,No pude evitar llorar esta mañana.,tristeza
2023-02-14,Siento que no valgo nada.,depresión
2025-01-27,Me cuesta levantarme de la cama.,depresión
2023-09-30,No esperaba que me dijera eso.,sorpresa
2024-08-04,No pude evitar llorar esta mañana.,tristeza
2023-02-28,Tengo miedo de lo que pueda pasar.,miedo
2024-04-25,Me quedé sin palabras.,sorpresa
2025-01-16,Su sonrisa me cambia el día.,amor
2023-10-30,Tengo miedo de lo que pueda pasar.,miedo
2024-03-16,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-05-30,No tengo ganas de seguir con nada.,depresión
2023-04-14,Estoy muy confundido con mis emociones.,confusión
2024-12-27,Nada me motiva últimamente.,tristeza
2025-02-17,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-08-27,Tengo miedo de lo que pueda pasar.,miedo
2024-02-21,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-12-16,"Me siento vacío, como si algo faltara.",tristeza
2024-04-14,Quisiera poder volver atrás y arreglarlo.,culpa
2023-04-17,Nada me motiva últimamente.,tristeza
2023-11-28,"Cada vez que lo veo, me siento en paz.",amor
2024-02-09,Me regalaron algo que quería hace mucho.,alegría
2024-01-21,No pude evitar llorar esta mañana.,tristeza
2024-10-02,Me cuesta levantarme de la cama.,depresión
2024-09-09,Creo que las cosas pueden mejorar.,esperanza
2024-11-13,Quisiera poder volver atrás y arreglarlo.,culpa
2023-06-09,Nada me motiva últimamente.,tristeza
2024-12-02,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-02-10,No esperaba que me dijera eso.,sorpresa
2024-11-12,"Cada vez que lo veo, me siento en paz.",amor
2024-05-25,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-12-29,"No soporto más esta situación, me enoja demasiado.",ira
2024-01-03,Mi corazón late rápido y no sé por qué.,ansiedad
2023-01-19,Me siento culpable aunque no sé si debería.,culpa
2024-02-12,Quisiera poder volver atrás y arreglarlo.,culpa
2024-08-12,Mi corazón late rápido y no sé por qué.,ansiedad
2023-05-19,Estoy enamorado y no me da miedo decirlo.,amor
2023-06-15,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-10-15,Tengo fe en que todo esto pasará.,esperanza
2024-05-27,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-08-19,Quiero desaparecer después de lo que pasó.,vergüenza
2023-11-02,Me quedé sin palabras.,sorpresa
2025-03-11,Quisiera poder volver atrás y arreglarlo.,culpa
2024-09-10,Todo parece un caos en mi cabeza.,confusión
2023-08-27,Me siento muy avergonzado por lo que hice.,vergüenza
2023-02-19,"No soporto más esta situación, me enoja demasiado.",ira
2023-09-25,Estoy harto de que me ignoren.,ira
2023-06-19,Me cuesta levantarme de la cama.,depresión
2023-03-24,Me quedé sin palabras.,sorpresa
2023-05-31,Siento que no valgo nada.,depresión
2024-03-01,Mi corazón late rápido y no sé por qué.,ansiedad
2024-07-02,"No soporto más esta situación, me enoja demasiado.",ira
2024-05-07,Me quedé sin palabras.,sorpresa
2023-06-14,Estoy enamorado y no me da miedo decirlo.,amor
