fecha,texto,emocion
2024-09-12,Fatiga caos caos caos presión presión agobio agobio fatiga fatiga presión.,estrés
2022-09-21,Preocupación incertidumbre presión presión preocupación nervios.,ansiedad
2024-11-01,Traición conflicto ira ira traición mentira ira traición mentira ira.,enojo
2024-07-27,Ira traición traición ira ira injusticia traición injusticia traición.,enojo
2023-11-21,Traición traición mentira ira ira injusticia.,enojo
2024-09-06,Traición mentira injusticia mentira injusticia traición.,enojo
2023-12-13,Ira mentira traición injusticia traición mentira ira traición.,enojo
2023-08-05,Nostalgia llorar llorar llorar solitario vacío solitario.,tristeza
2022-04-23,Mentira traición ira injusticia ira traición conflicto.,enojo
2022-11-19,Fatiga agobio fatiga presión caos sobrecarga caos.,estrés
2023-08-02,Sobrecarga agobio presión agobio fatiga fatiga fatiga.,estrés
2025-01-30,Mentira injusticia injusticia injusticia traición injusticia injusticia.,enojo
2022-05-18,Pérdida pérdida pérdida nostalgia llorar pérdida nostalgia.,tristeza
2024-04-14,Caos sobrecarga presión sobrecarga presión presión.,estrés
2024-06-05,Mentira conflicto mentira mentira injusticia ira ira mentira conflicto.,enojo
2024-05-11,Mentira traición ira traición mentira traición conflicto mentira ira mentira conflicto injusticia traición.,enojo
2022-08-17,Miedo nervios incertidumbre preocupación preocupación preocupación presión.,ansiedad
2023-10-26,Vacío vacío nostalgia vacío pérdida nostalgia pérdida pérdida nostalgia.,tristeza
2024-04-01,Éxito familia celebración familia familia éxito éxito éxito risas.,felicidad
2023-05-21,Incertidumbre incertidumbre miedo miedo incertidumbre preocupación miedo incertidumbre incertidumbre incertidumbre presión miedo.,ansiedad
2023-01-12,Traición mentira injusticia mentira injusticia mentira.,enojo
2024-07-23,Solitario nostalgia llorar nostalgia vacío pérdida solitario.,tristeza
2023-03-20,Injusticia ira ira mentira injusticia injusticia conflicto injusticia conflicto injusticia ira ira.,enojo
2023-03-18,Solitario solitario llorar llorar vacío llorar pérdida.,tristeza
2022-08-02,Miedo nervios nervios nervios miedo nervios incertidumbre miedo presión miedo.,ansiedad
2024-12-11,Éxito risas risas celebración familia familia logro risas logro.,felicidad
2023-01-08,Caos fatiga fatiga sobrecarga caos fatiga presión caos fatiga presión caos.,estrés
2022-12-25,Familia éxito logro celebración celebración celebración.,felicidad
2023-11-27,Incertidumbre nervios nervios presión preocupación preocupación incertidumbre incertidumbre.,ansiedad
2023-08-27,Preocupación preocupación nervios incertidumbre presión incertidumbre nervios nervios preocupación incertidumbre nervios miedo incertidumbre.,ansiedad
2022-07-22,Injusticia ira ira traición mentira injusticia mentira conflicto ira conflicto.,enojo
2022-03-20,Conflicto injusticia conflicto injusticia mentira traición ira traición injusticia.,enojo
2023-12-15,Logro celebración logro risas éxito éxito celebración familia familia familia éxito éxito logro.,felicidad
2024-01-28,Logro éxito celebración éxito familia logro familia éxito.,felicidad
2023-03-10,Traición injusticia ira ira traición injusticia.,enojo
2023-08-30,Familia risas risas éxito familia éxito celebración familia risas.,felicidad
2025-01-26,Injusticia ira injusticia mentira traición traición ira conflicto traición conflicto conflicto conflicto.,enojo
2024-06-11,Pérdida llorar solitario llorar vacío pérdida.,tristeza
2024-03-19,Presión nervios preocupación incertidumbre incertidumbre preocupación nervios miedo incertidumbre preocupación presión incertidumbre.,ansiedad
2023-03-07,Nervios miedo presión nervios miedo incertidumbre preocupación presión.,ansiedad
2024-06-26,Llorar llorar llorar pérdida solitario nostalgia solitario solitario vacío solitario solitario pérdida nostalgia.,tristeza
2024-03-27,Presión fatiga caos sobrecarga agobio caos presión.,estrés
2024-11-16,Éxito risas risas familia éxito logro celebración éxito celebración risas celebración.,felicidad
2023-05-31,Familia logro celebración risas éxito logro éxito risas.,felicidad
2023-08-08,Nervios miedo preocupación incertidumbre miedo nervios.,ansiedad
2023-04-26,Familia éxito logro familia familia logro éxito.,felicidad
2022-12-30,Caos presión sobrecarga caos presión fatiga agobio presión fatiga fatiga sobrecarga sobrecarga.,estrés
2024-09-01,Nostalgia solitario llorar vacío vacío solitario.,tristeza
2022-09-17,Sobrecarga presión presión presión agobio fatiga presión sobrecarga.,estrés
2024-09-29,Caos agobio presión agobio fatiga presión fatiga caos caos.,estrés
2024-04-05,Traición ira traición mentira traición conflicto injusticia conflicto injusticia injusticia.,enojo
2024-12-09,Nervios presión preocupación presión incertidumbre preocupación miedo preocupación.,ansiedad
2023-05-03,Miedo incertidumbre incertidumbre nervios incertidumbre incertidumbre incertidumbre miedo nervios incertidumbre presión.,ansiedad
2023-08-04,Incertidumbre nervios miedo miedo incertidumbre miedo presión.,ansiedad
2023-08-14,Presión agobio caos caos sobrecarga caos sobrecarga agobio.,estrés
2024-07-12,Solitario nostalgia solitario llorar llorar vacío vacío solitario nostalgia llorar.,tristeza
2022-08-14,Nervios miedo nervios preocupación incertidumbre presión presión nervios preocupación miedo preocupación incertidumbre presión.,ansiedad
2023-12-25,Mentira traición mentira traición ira injusticia ira.,enojo
2022-04-11,Fatiga caos presión caos agobio presión agobio.,estrés
2022-08-28,Risas celebración logro familia éxito éxito.,felicidad
2024-04-12,Incertidumbre preocupación incertidumbre presión nervios incertidumbre presión preocupación preocupación.,ansiedad
2024-03-07,Presión sobrecarga caos presión fatiga fatiga caos fatiga agobio fatiga.,estrés
2022-03-29,Risas logro éxito celebración logro risas risas celebración éxito familia familia risas risas.,felicidad
2022-10-09,Traición traición traición injusticia conflicto injusticia ira injusticia.,enojo
2022-06-27,Injusticia mentira mentira traición traición conflicto ira traición mentira.,enojo
2025-01-25,Celebración éxito éxito risas familia familia familia familia celebración logro logro éxito risas.,felicidad
2023-11-13,Pérdida llorar llorar llorar nostalgia nostalgia llorar nostalgia solitario pérdida pérdida.,tristeza
2022-03-20,Celebración logro risas risas celebración familia.,felicidad
2024-07-07,Logro familia familia risas risas éxito celebración risas logro celebración.,felicidad
2023-04-04,Fatiga caos agobio presión agobio caos presión caos sobrecarga.,estrés
2023-09-24,Miedo nervios presión nervios presión preocupación nervios miedo nervios.,ansiedad
2022-04-11,Éxito familia familia risas risas logro logro familia celebración logro familia celebración.,felicidad
2024-11-19,Nervios miedo nervios presión incertidumbre nervios miedo preocupación preocupación incertidumbre miedo miedo.,ansiedad
2023-03-23,Preocupación nervios miedo nervios preocupación miedo miedo presión nervios preocupación.,ansiedad
2022-07-16,Llorar pérdida llorar solitario solitario solitario nostalgia pérdida solitario pérdida llorar.,tristeza
2025-03-09,Fatiga sobrecarga caos caos fatiga presión sobrecarga caos agobio agobio fatiga.,estrés
2024-06-07,Celebración risas celebración celebración risas éxito celebración risas logro.,felicidad
2024-10-31,Sobrecarga fatiga presión agobio sobrecarga caos fatiga caos agobio fatiga.,estrés
2024-07-28,Fatiga agobio presión caos agobio presión caos sobrecarga fatiga fatiga fatiga.,estrés
2023-02-02,Injusticia traición ira conflicto traición traición conflicto traición conflicto.,enojo
2024-08-17,Incertidumbre preocupación preocupación presión nervios nervios miedo nervios.,ansiedad
2023-10-29,Sobrecarga caos fatiga caos sobrecarga presión presión.,estrés
2022-04-25,Familia éxito logro éxito logro familia celebración risas familia.,felicidad
2024-03-13,Mentira ira injusticia conflicto mentira conflicto mentira.,enojo
2022-08-26,Conflicto conflicto ira ira mentira conflicto mentira traición ira traición traición.,enojo
2024-07-03,Fatiga presión fatiga sobrecarga presión caos caos caos caos presión presión.,estrés
2023-03-08,Presión incertidumbre nervios nervios nervios presión nervios nervios preocupación incertidumbre miedo nervios preocupación.,ansiedad
2022-06-24,Traición traición mentira traición mentira ira.,enojo
2023-04-05,Caos caos presión fatiga agobio agobio caos agobio.,estrés
2024-03-31,Injusticia conflicto traición mentira injusticia conflicto traición conflicto injusticia ira ira conflicto traición.,enojo
2022-07-17,Llorar pérdida llorar pérdida nostalgia solitario.,tristeza
2023-09-17,Presión incertidumbre incertidumbre incertidumbre miedo miedo presión.,ansiedad
2024-08-05,Preocupación nervios preocupación nervios incertidumbre presión presión presión.,ansiedad
2023-11-25,Conflicto mentira ira ira injusticia traición traición traición traición conflicto mentira mentira.,enojo
2023-11-24,Traición traición conflicto conflicto mentira ira.,enojo
2022-03-12,Injusticia conflicto conflicto mentira traición mentira traición.,enojo
2024-07-29,Presión fatiga agobio agobio caos fatiga presión sobrecarga presión.,estrés
2022-09-09,Mentira mentira traición traición ira traición traición.,enojo
2025-02-11,Sobrecarga presión sobrecarga fatiga agobio fatiga presión presión.,estrés
2022-12-09,Traición ira conflicto ira ira traición traición mentira injusticia mentira.,enojo
2024-04-26,Traición ira injusticia traición injusticia mentira mentira traición conflicto.,enojo
2022-04-10,Presión incertidumbre incertidumbre miedo presión miedo nervios preocupación incertidumbre.,ansiedad
2023-05-31,Solitario nostalgia solitario vacío pérdida llorar.,tristeza
2024-10-24,Fatiga caos presión presión presión sobrecarga agobio caos caos caos presión.,estrés
2022-12-04,Caos caos sobrecarga sobrecarga presión caos fatiga fatiga presión fatiga caos agobio sobrecarga.,estrés
2023-07-22,Nervios preocupación preocupación miedo presión nervios.,ansiedad
2023-05-18,Presión presión incertidumbre preocupación incertidumbre preocupación nervios miedo preocupación incertidumbre miedo incertidumbre nervios.,ansiedad
2022-08-28,Logro logro familia celebración éxito familia familia familia celebración celebración risas logro familia.,felicidad
2023-09-12,Agobio fatiga fatiga sobrecarga sobrecarga fatiga.,estrés
2024-11-14,Pérdida solitario vacío solitario llorar nostalgia vacío pérdida solitario pérdida pérdida solitario nostalgia.,tristeza
2024-06-30,Pérdida nostalgia llorar llorar pérdida solitario vacío nostalgia nostalgia vacío llorar solitario pérdida.,tristeza
2025-01-09,Nervios presión nervios preocupación presión nervios presión.,ansiedad
2024-03-19,Presión nervios preocupación nervios presión preocupación incertidumbre incertidumbre nervios miedo.,ansiedad
2023-06-14,Nervios incertidumbre miedo miedo presión miedo incertidumbre.,ansiedad
2024-03-24,Ira traición traición ira injusticia conflicto conflicto ira injusticia ira.,enojo
2022-09-10,Fatiga caos agobio sobrecarga presión presión caos caos fatiga.,estrés
2023-11-12,Familia logro risas celebración logro éxito celebración familia risas.,felicidad
2022-07-13,Familia familia celebración celebración logro logro familia risas.,felicidad
2023-12-26,Solitario vacío nostalgia vacío llorar pérdida.,tristeza
2023-02-25,Nervios preocupación miedo preocupación miedo preocupación preocupación nervios miedo nervios presión.,ansiedad
2022-08-08,Risas celebración éxito logro familia risas éxito risas risas risas familia familia celebración éxito.,felicidad
2024-10-14,Miedo preocupación preocupación nervios miedo incertidumbre incertidumbre preocupación.,ansiedad
2024-10-14,Injusticia injusticia injusticia traición mentira injusticia injusticia conflicto conflicto mentira conflicto.,enojo
2022-10-07,Pérdida vacío nostalgia nostalgia solitario llorar vacío solitario solitario llorar nostalgia.,tristeza
2022-10-08,Nostalgia vacío nostalgia pérdida nostalgia llorar solitario.,tristeza
2022-06-26,Preocupación nervios nervios incertidumbre nervios nervios presión.,ansiedad
2023-05-08,Celebración familia éxito éxito logro logro risas éxito.,felicidad
2022-04-22,Ira ira traición injusticia mentira injusticia conflicto traición injusticia conflicto injusticia.,enojo
2022-10-27,Llorar pérdida nostalgia nostalgia solitario pérdida vacío llorar solitario.,tristeza
2024-07-01,Familia celebración éxito logro logro logro éxito familia logro risas logro familia logro.,felicidad
2023-12-12,Risas éxito risas éxito celebración celebración logro éxito.,felicidad
2022-07-16,Presión sobrecarga presión presión agobio fatiga.,estrés
2023-12-16,Miedo miedo miedo preocupación miedo preocupación miedo presión preocupación presión.,ansiedad
2022-05-13,Miedo presión incertidumbre preocupación preocupación incertidumbre preocupación.,ansiedad
2024-08-23,Conflicto conflicto injusticia traición injusticia traición traición traición.,enojo
2023-10-20,Vacío nostalgia nostalgia nostalgia pérdida nostalgia solitario pérdida vacío nostalgia nostalgia solitario.,tristeza
